,GARCH,EGARCH,GJR-GARCH,HAR-RV,LightGBM,XGBoost,Ensemble,actual
2022-01-31,0.2025464370543136,0.20283246174013733,0.19476639154921377,0.18020516798131322,0.16199938853328588,0.17386934,0.18158366452297092,0.1988705894450535
2022-02-01,0.21622965739182828,0.22001305208455924,0.18566316148907366,0.19907008528991688,0.13691811752828623,0.14799279,0.18407262007001046,0.2017905094216545
2022-02-02,0.20459050651633048,0.21067028963518017,0.1751889451077836,0.19647830385002565,0.14156673135997522,0.13480982,0.1808785139087771,0.21623159120031135
2022-02-03,0.1975496056421956,0.20747845257148786,0.16589457027718338,0.20409199490222274,0.2134323663000574,0.1585293,0.20502465561482527,0.18129744097168696
2022-02-04,0.2311218282232164,0.237278967785691,0.23671644293899774,0.23601399678567098,0.14926248798657035,0.17902254,0.20546610433181922,0.22365457721615395
2022-02-07,0.21646448433161392,0.22247778873030225,0.22209988042959591,0.2162623719029544,0.1749065784339147,0.17724787,0.20254447822282765,0.22377324306479723
2022-02-08,0.20218945883010522,0.20690705365437081,0.21013883288424992,0.19768318102221738,0.20498298311572344,0.19316614,0.2016185409893487,0.24265419900198937
2022-02-09,0.19395583908866026,0.20222055311376194,0.19785567234345705,0.19798807630957094,0.15713896669234514,0.13786177,0.18302762736352549,0.22011490170549322
2022-02-10,0.1982016505956329,0.21035664217693548,0.18750162212181212,0.20362487802878654,0.21070722123245084,0.21667877,0.20417791661895676,0.23385443353029778
2022-02-11,0.2115846983079661,0.22551411236016158,0.2200552272761581,0.18289791264890812,0.21985299674610864,0.20480941,0.2047785359009943,0.1969993382295615
2022-02-14,0.22465565896738426,0.24031998244846164,0.24820267758691267,0.20087949495879778,0.24662968239690977,0.21884201,0.22405494544103063,0.20808812889904968
2022-02-15,0.20971614118432225,0.22270724615347126,0.23420606604029623,0.20301828468412517,0.19253781285421312,0.1822307,0.20175741290755353,0.21993723593628894
2022-02-16,0.2141812755365431,0.23054400810220596,0.22105155181869499,0.21397340038282728,0.196663197909778,0.2026792,0.2082726246097161,0.24380687037115845
2022-02-17,0.1990690034890557,0.20875194348971993,0.20747886395826126,0.20490186497644802,0.24588276317787502,0.22645715,0.21661787721445958,0.24704962244006823
2022-02-18,0.22145777689111032,0.2309426991179,0.24830135040077003,0.21392140065529025,0.20627431278948116,0.20618077,0.21388449677862723,0.2423387068573485
2022-02-22,0.2096624492068754,0.22084884149448591,0.2383301495814227,0.19660142961310845,0.23097637036538918,0.24555957,0.21241341639512434,0.25641078469354994
2022-02-23,0.2032809496359573,0.217920739322782,0.23514186525131234,0.20064098201321023,0.22170591372307966,0.23355637,0.20854261512408243,0.25600007222790216
2022-02-24,0.2164645189515608,0.23262337288957408,0.25777865736004807,0.20459961940857244,0.28014010091991504,0.2751809,0.23373474642668277,0.23627632266359982
2022-02-25,0.21801749553013486,0.23743416279973015,0.24259592151426598,0.21634711085091266,0.19794140841736207,0.18276194,0.21076867159946985,0.1853388534851244
2022-02-28,0.23825809009791285,0.25685562942964785,0.2301283148685101,0.21873024412023573,0.25045466600009386,0.24290252,0.23581433340608082,0.28159542865240145
2022-03-01,0.22145080647794607,0.23450674968075674,0.21657255327242037,0.21940265684379778,0.27481990123389344,0.2927029,0.23855778818521242,0.2639996863865374
2022-03-02,0.22387021462133905,0.24058617531700704,0.2321729200462651,0.22852529072082506,0.21083577272796716,0.21835525,0.22107709269004375,0.2914599217761004
2022-03-03,0.2327789468997937,0.25176241309886455,0.2197486147472487,0.2305606105547618,0.20191483841977226,0.21827431,0.2217514652914426,0.2906583366579389
2022-03-04,0.21806212422450374,0.23529809436341625,0.20971655586116347,0.2216034680514722,0.2738736757515029,0.26818928,0.2378464226758263,0.29977096784466556
2022-03-07,0.20753130138067769,0.2261151352079432,0.20515879999650571,0.1960333024195061,0.22013735232554077,0.26341534,0.2079006520419082,0.21774303944494555
2022-03-08,0.25811922008235016,0.26563284228088,0.28990010277707107,0.2401146278959534,0.23445604599829226,0.2685231,0.24422996465886526,0.25955771540676953
2022-03-09,0.2426335662686979,0.2510325897814084,0.2761549381640092,0.23274537553563485,0.2758441075152366,0.25457546,0.2504076831065231,0.24417184128130373
2022-03-10,0.2675222848806641,0.27568143620975755,0.26156324811602943,0.2468125865396489,0.23145452461924282,0.23113175,0.2485964653465186,0.25744539345465783
2022-03-11,0.24888890904057093,0.2541708464505837,0.24686112001230423,0.24981499344851385,0.18280145799147274,0.19469991,0.2271684534935192,0.25392034322604845
2022-03-14,0.24235185590191224,0.2524206111351678,0.2497152629240033,0.2603267279353585,0.2520577791361685,0.24933788,0.25157878765781305,0.24837217187056623
2022-03-15,0.2286311296876925,0.23995086671111018,0.2400331128902069,0.2213681812355396,0.1626802819250583,0.18503779,0.20422653094943014,0.21317193012029678
2022-03-16,0.2441585876812207,0.25714228102924575,0.22751221027556184,0.23967957884801952,0.13689751457540242,0.1369605,0.20691189370154753,0.1686105524310903
2022-03-17,0.2591992971567752,0.27380082185021853,0.2163199197294398,0.23060917076060672,0.19862520063606165,0.21894921,0.22947788951781453,0.17624359386606472
2022-03-18,0.2500725088630577,0.2677948496115669,0.20402431991679126,0.23478554293824402,0.17596877612923625,0.19580865,0.22027560931017934,0.15991588388192204
2022-03-21,0.24097523801631326,0.2612859931205174,0.1926298021045193,0.2308894213516452,0.21478631429953973,0.23708402,0.22888365788916606,0.16768494047736177
2022-03-22,0.22339551745551225,0.23459462472986473,0.18126634233358346,0.23024807349951115,0.17249388979546987,0.16686419,0.20871249358349775,0.17096637801880615
2022-03-23,0.21702160862800862,0.23192231663958465,0.17171951270359367,0.21241574148344913,0.16995086213592142,0.17912926,0.19979607074912642,0.15347015460496774
2022-03-24,0.213473086033299,0.23183225423930687,0.18488135534735672,0.18893909297460712,0.16963233031030076,0.16666262,0.190681503106069,0.16085522515068254
2022-03-25,0.21428278775338608,0.23559876115759207,0.17558247935365867,0.18779183762453755,0.18081459987438636,0.16187778,0.19429640841743667,0.15865527443340008
2022-03-28,0.20107381566152555,0.22079531121453497,0.16575113973435815,0.1754261206983134,0.1865776830155483,0.18545866,0.18769253979179576,0.16090267875278133
2022-03-29,0.19131066845158595,0.21187045699712562,0.15693820249261806,0.1741363965853001,0.15924738217214515,0.14873369,0.17489814906967707,0.16263864447134369
2022-03-30,0.19114877070462907,0.21417245724404754,0.14971319198034896,0.17293501236576825,0.16642517347271576,0.1520722,0.17683631884770437,0.1710194724585399
2022-03-31,0.18151270650649035,0.20455434672329237,0.14896577912653158,0.16408419799456544,0.16476614241026002,0.15015087,0.17012101563710527,0.13270796133508775
2022-04-01,0.19161767621379305,0.2153359675597785,0.18131450183659262,0.1659809579800667,0.1739568752185854,0.16510783,0.17718516980414836,0.1318423771577066
2022-04-04,0.17938044912857273,0.2000483497746131,0.17091117534996111,0.16445700528258025,0.17725155115137883,0.15662412,0.1736963351875106,0.16944539780087783
2022-04-05,0.1734011316484911,0.19565552970534583,0.16177510585975885,0.16468408190748796,0.1960869315059781,0.19031842,0.17805738168731908,0.14581238735832303
2022-04-06,0.17709918335052827,0.2010791524647991,0.1779736670534565,0.16487958731092828,0.2351264183463759,0.24062788,0.19236839633594416,0.15059813979225395
2022-04-07,0.17426949527986377,0.19994070467236136,0.18194105421464235,0.16899511204225875,0.18711915575487773,0.18146908,0.17679458769233344,0.17116115667874843
2022-04-08,0.16433509931890128,0.18818974882342396,0.17153484002920508,0.15022666105142124,0.187180882278755,0.19457974,0.1672475475496925,0.1701267403387681
